"label","plate no.","exp_no","cell","treatment","day","day_lb","measurement","value"
"E1_Sample25.fcs",NA,2,"S3T21","CTRL",3,"d3","dbl_neg",95.5
"E1_Sample25.fcs",NA,2,"S3T21","CTRL",3,"d3","isl_pos",4.37
"E1_Sample25.fcs",NA,2,"S3T21","CTRL",3,"d3","islctnt_pos",0.091
"E1_Sample25.fcs",NA,2,"S3T21","CTRL",3,"d3","ctnt_pos",0.035
"E1_Sample25.fcs",NA,2,"S3T21","CTRL",3,"d3","tot_isl",4.461
"E1_Sample25.fcs",NA,2,"S3T21","CTRL",3,"d3","tot_ctnt",0.126
"E10_Sample14.fcs",NA,2,"S3T21","RA",6,"d6","dbl_neg",49.4
"E10_Sample14.fcs",NA,2,"S3T21","RA",6,"d6","isl_pos",31.7
"E10_Sample14.fcs",NA,2,"S3T21","RA",6,"d6","islctnt_pos",13
"E10_Sample14.fcs",NA,2,"S3T21","RA",6,"d6","ctnt_pos",5.84
"E10_Sample14.fcs",NA,2,"S3T21","RA",6,"d6","tot_isl",44.7
"E10_Sample14.fcs",NA,2,"S3T21","RA",6,"d6","tot_ctnt",18.84
"E11_Sample15.fcs",NA,2,"S3T21","RA",8,"d8","dbl_neg",40.7
"E11_Sample15.fcs",NA,2,"S3T21","RA",8,"d8","isl_pos",4.85
"E11_Sample15.fcs",NA,2,"S3T21","RA",8,"d8","islctnt_pos",16.1
"E11_Sample15.fcs",NA,2,"S3T21","RA",8,"d8","ctnt_pos",38.4
"E11_Sample15.fcs",NA,2,"S3T21","RA",8,"d8","tot_isl",20.95
"E11_Sample15.fcs",NA,2,"S3T21","RA",8,"d8","tot_ctnt",54.5
"E12_Sample16.fcs",NA,2,"S3T21","RA",10,"d10","dbl_neg",39.9
"E12_Sample16.fcs",NA,2,"S3T21","RA",10,"d10","isl_pos",1.63
"E12_Sample16.fcs",NA,2,"S3T21","RA",10,"d10","islctnt_pos",8.35
"E12_Sample16.fcs",NA,2,"S3T21","RA",10,"d10","ctnt_pos",50.2
"E12_Sample16.fcs",NA,2,"S3T21","RA",10,"d10","tot_isl",9.98
"E12_Sample16.fcs",NA,2,"S3T21","RA",10,"d10","tot_ctnt",58.55
"E2_Sample26.fcs",NA,2,"S3T21","CTRL",4,"d4","dbl_neg",68.4
"E2_Sample26.fcs",NA,2,"S3T21","CTRL",4,"d4","isl_pos",31.5
"E2_Sample26.fcs",NA,2,"S3T21","CTRL",4,"d4","islctnt_pos",0.066
"E2_Sample26.fcs",NA,2,"S3T21","CTRL",4,"d4","ctnt_pos",0.044
"E2_Sample26.fcs",NA,2,"S3T21","CTRL",4,"d4","tot_isl",31.566
"E2_Sample26.fcs",NA,2,"S3T21","CTRL",4,"d4","tot_ctnt",0.11
"E3_Sample27.fcs",NA,2,"S3T21","CTRL",5,"d5","dbl_neg",40
"E3_Sample27.fcs",NA,2,"S3T21","CTRL",5,"d5","isl_pos",59.9
"E3_Sample27.fcs",NA,2,"S3T21","CTRL",5,"d5","islctnt_pos",0.077
"E3_Sample27.fcs",NA,2,"S3T21","CTRL",5,"d5","ctnt_pos",0.046
"E3_Sample27.fcs",NA,2,"S3T21","CTRL",5,"d5","tot_isl",59.977
"E3_Sample27.fcs",NA,2,"S3T21","CTRL",5,"d5","tot_ctnt",0.123
"E4_Sample28.fcs",NA,2,"S3T21","CTRL",6,"d6","dbl_neg",30.7
"E4_Sample28.fcs",NA,2,"S3T21","CTRL",6,"d6","isl_pos",65.3
"E4_Sample28.fcs",NA,2,"S3T21","CTRL",6,"d6","islctnt_pos",3.28
"E4_Sample28.fcs",NA,2,"S3T21","CTRL",6,"d6","ctnt_pos",0.71
"E4_Sample28.fcs",NA,2,"S3T21","CTRL",6,"d6","tot_isl",68.58
"E4_Sample28.fcs",NA,2,"S3T21","CTRL",6,"d6","tot_ctnt",3.99
"E5_Sample29.fcs",NA,2,"S3T21","CTRL",7,"d7","dbl_neg",29.7
"E5_Sample29.fcs",NA,2,"S3T21","CTRL",7,"d7","isl_pos",39.8
"E5_Sample29.fcs",NA,2,"S3T21","CTRL",7,"d7","islctnt_pos",27.3
"E5_Sample29.fcs",NA,2,"S3T21","CTRL",7,"d7","ctnt_pos",3.23
"E5_Sample29.fcs",NA,2,"S3T21","CTRL",7,"d7","tot_isl",67.1
"E5_Sample29.fcs",NA,2,"S3T21","CTRL",7,"d7","tot_ctnt",30.53
"E6_Sample30.fcs",NA,2,"S3T21","CTRL",8,"d8","dbl_neg",32.5
"E6_Sample30.fcs",NA,2,"S3T21","CTRL",8,"d8","isl_pos",23.4
"E6_Sample30.fcs",NA,2,"S3T21","CTRL",8,"d8","islctnt_pos",35.6
"E6_Sample30.fcs",NA,2,"S3T21","CTRL",8,"d8","ctnt_pos",8.47
"E6_Sample30.fcs",NA,2,"S3T21","CTRL",8,"d8","tot_isl",59
"E6_Sample30.fcs",NA,2,"S3T21","CTRL",8,"d8","tot_ctnt",44.07
"E7_Sample31.fcs",NA,2,"S3T21","CTRL",9,"d9","dbl_neg",35.3
"E7_Sample31.fcs",NA,2,"S3T21","CTRL",9,"d9","isl_pos",14.2
"E7_Sample31.fcs",NA,2,"S3T21","CTRL",9,"d9","islctnt_pos",36.4
"E7_Sample31.fcs",NA,2,"S3T21","CTRL",9,"d9","ctnt_pos",14.1
"E7_Sample31.fcs",NA,2,"S3T21","CTRL",9,"d9","tot_isl",50.6
"E7_Sample31.fcs",NA,2,"S3T21","CTRL",9,"d9","tot_ctnt",50.5
"E8_Sample32.fcs",NA,2,"S3T21","CTRL",10,"d10","dbl_neg",39.3
"E8_Sample32.fcs",NA,2,"S3T21","CTRL",10,"d10","isl_pos",12.9
"E8_Sample32.fcs",NA,2,"S3T21","CTRL",10,"d10","islctnt_pos",32.5
"E8_Sample32.fcs",NA,2,"S3T21","CTRL",10,"d10","ctnt_pos",15.3
"E8_Sample32.fcs",NA,2,"S3T21","CTRL",10,"d10","tot_isl",45.4
"E8_Sample32.fcs",NA,2,"S3T21","CTRL",10,"d10","tot_ctnt",47.8
"E9_Sample13.fcs",NA,2,"S3T21","RA",4,"d4","dbl_neg",72
"E9_Sample13.fcs",NA,2,"S3T21","RA",4,"d4","isl_pos",27.8
"E9_Sample13.fcs",NA,2,"S3T21","RA",4,"d4","islctnt_pos",0.1
"E9_Sample13.fcs",NA,2,"S3T21","RA",4,"d4","ctnt_pos",0.059
"E9_Sample13.fcs",NA,2,"S3T21","RA",4,"d4","tot_isl",27.9
"E9_Sample13.fcs",NA,2,"S3T21","RA",4,"d4","tot_ctnt",0.159
"F1_Sample33.fcs",NA,3,"S3D21","CTRL",3,"d3","dbl_neg",93.4
"F1_Sample33.fcs",NA,3,"S3D21","CTRL",3,"d3","isl_pos",6.42
"F1_Sample33.fcs",NA,3,"S3D21","CTRL",3,"d3","islctnt_pos",0.16
"F1_Sample33.fcs",NA,3,"S3D21","CTRL",3,"d3","ctnt_pos",0.046
"F1_Sample33.fcs",NA,3,"S3D21","CTRL",3,"d3","tot_isl",6.58
"F1_Sample33.fcs",NA,3,"S3D21","CTRL",3,"d3","tot_ctnt",0.206
"F10_Sample18.fcs",NA,3,"S3D21","RA",6,"d6","dbl_neg",54.8
"F10_Sample18.fcs",NA,3,"S3D21","RA",6,"d6","isl_pos",40
"F10_Sample18.fcs",NA,3,"S3D21","RA",6,"d6","islctnt_pos",4.25
"F10_Sample18.fcs",NA,3,"S3D21","RA",6,"d6","ctnt_pos",0.91
"F10_Sample18.fcs",NA,3,"S3D21","RA",6,"d6","tot_isl",44.25
"F10_Sample18.fcs",NA,3,"S3D21","RA",6,"d6","tot_ctnt",5.16
"F11_Sample19.fcs",NA,3,"S3D21","RA",8,"d8","dbl_neg",52.3
"F11_Sample19.fcs",NA,3,"S3D21","RA",8,"d8","isl_pos",10.1
"F11_Sample19.fcs",NA,3,"S3D21","RA",8,"d8","islctnt_pos",20.5
"F11_Sample19.fcs",NA,3,"S3D21","RA",8,"d8","ctnt_pos",17.1
"F11_Sample19.fcs",NA,3,"S3D21","RA",8,"d8","tot_isl",30.6
"F11_Sample19.fcs",NA,3,"S3D21","RA",8,"d8","tot_ctnt",37.6
"F12_Sample20.fcs",NA,3,"S3D21","RA",10,"d10","dbl_neg",56.7
"F12_Sample20.fcs",NA,3,"S3D21","RA",10,"d10","isl_pos",0.56
"F12_Sample20.fcs",NA,3,"S3D21","RA",10,"d10","islctnt_pos",0.77
"F12_Sample20.fcs",NA,3,"S3D21","RA",10,"d10","ctnt_pos",41.9
"F12_Sample20.fcs",NA,3,"S3D21","RA",10,"d10","tot_isl",1.33
"F12_Sample20.fcs",NA,3,"S3D21","RA",10,"d10","tot_ctnt",42.67
"F2_Sample34.fcs",NA,3,"S3D21","CTRL",4,"d4","dbl_neg",75.5
"F2_Sample34.fcs",NA,3,"S3D21","CTRL",4,"d4","isl_pos",24.3
"F2_Sample34.fcs",NA,3,"S3D21","CTRL",4,"d4","islctnt_pos",0.15
"F2_Sample34.fcs",NA,3,"S3D21","CTRL",4,"d4","ctnt_pos",0.039
"F2_Sample34.fcs",NA,3,"S3D21","CTRL",4,"d4","tot_isl",24.45
"F2_Sample34.fcs",NA,3,"S3D21","CTRL",4,"d4","tot_ctnt",0.189
"F3_Sample35.fcs",NA,3,"S3D21","CTRL",5,"d5","dbl_neg",48.4
"F3_Sample35.fcs",NA,3,"S3D21","CTRL",5,"d5","isl_pos",51.4
"F3_Sample35.fcs",NA,3,"S3D21","CTRL",5,"d5","islctnt_pos",0.23
"F3_Sample35.fcs",NA,3,"S3D21","CTRL",5,"d5","ctnt_pos",0.03
"F3_Sample35.fcs",NA,3,"S3D21","CTRL",5,"d5","tot_isl",51.63
"F3_Sample35.fcs",NA,3,"S3D21","CTRL",5,"d5","tot_ctnt",0.26
"F4_Sample36.fcs",NA,3,"S3D21","CTRL",6,"d6","dbl_neg",65.5
"F4_Sample36.fcs",NA,3,"S3D21","CTRL",6,"d6","isl_pos",31.8
"F4_Sample36.fcs",NA,3,"S3D21","CTRL",6,"d6","islctnt_pos",1.98
"F4_Sample36.fcs",NA,3,"S3D21","CTRL",6,"d6","ctnt_pos",0.67
"F4_Sample36.fcs",NA,3,"S3D21","CTRL",6,"d6","tot_isl",33.78
"F4_Sample36.fcs",NA,3,"S3D21","CTRL",6,"d6","tot_ctnt",2.65
"F5_Sample37.fcs",NA,3,"S3D21","CTRL",7,"d7","dbl_neg",35.6
"F5_Sample37.fcs",NA,3,"S3D21","CTRL",7,"d7","isl_pos",32.9
"F5_Sample37.fcs",NA,3,"S3D21","CTRL",7,"d7","islctnt_pos",26.8
"F5_Sample37.fcs",NA,3,"S3D21","CTRL",7,"d7","ctnt_pos",4.73
"F5_Sample37.fcs",NA,3,"S3D21","CTRL",7,"d7","tot_isl",59.7
"F5_Sample37.fcs",NA,3,"S3D21","CTRL",7,"d7","tot_ctnt",31.53
"F6_Sample38.fcs",NA,3,"S3D21","CTRL",8,"d8","dbl_neg",37.8
"F6_Sample38.fcs",NA,3,"S3D21","CTRL",8,"d8","isl_pos",24.6
"F6_Sample38.fcs",NA,3,"S3D21","CTRL",8,"d8","islctnt_pos",16
"F6_Sample38.fcs",NA,3,"S3D21","CTRL",8,"d8","ctnt_pos",21.7
"F6_Sample38.fcs",NA,3,"S3D21","CTRL",8,"d8","tot_isl",40.6
"F6_Sample38.fcs",NA,3,"S3D21","CTRL",8,"d8","tot_ctnt",37.7
"F7_Sample39.fcs",NA,3,"S3D21","CTRL",9,"d9","dbl_neg",41.5
"F7_Sample39.fcs",NA,3,"S3D21","CTRL",9,"d9","isl_pos",22.5
"F7_Sample39.fcs",NA,3,"S3D21","CTRL",9,"d9","islctnt_pos",15.6
"F7_Sample39.fcs",NA,3,"S3D21","CTRL",9,"d9","ctnt_pos",20.4
"F7_Sample39.fcs",NA,3,"S3D21","CTRL",9,"d9","tot_isl",38.1
"F7_Sample39.fcs",NA,3,"S3D21","CTRL",9,"d9","tot_ctnt",36
"F8_Sample40.fcs",NA,3,"S3D21","CTRL",10,"d10","dbl_neg",71.7
"F8_Sample40.fcs",NA,3,"S3D21","CTRL",10,"d10","isl_pos",0.69
"F8_Sample40.fcs",NA,3,"S3D21","CTRL",10,"d10","islctnt_pos",0.57
"F8_Sample40.fcs",NA,3,"S3D21","CTRL",10,"d10","ctnt_pos",27
"F8_Sample40.fcs",NA,3,"S3D21","CTRL",10,"d10","tot_isl",1.26
"F8_Sample40.fcs",NA,3,"S3D21","CTRL",10,"d10","tot_ctnt",27.57
"F9_Sample17.fcs",NA,3,"S3D21","RA",4,"d4","dbl_neg",91.7
"F9_Sample17.fcs",NA,3,"S3D21","RA",4,"d4","isl_pos",8.12
"F9_Sample17.fcs",NA,3,"S3D21","RA",4,"d4","islctnt_pos",0.13
"F9_Sample17.fcs",NA,3,"S3D21","RA",4,"d4","ctnt_pos",0.067
"F9_Sample17.fcs",NA,3,"S3D21","RA",4,"d4","tot_isl",8.25
"F9_Sample17.fcs",NA,3,"S3D21","RA",4,"d4","tot_ctnt",0.197
"G1_Sample41.fcs",NA,3,"S3T21","CTRL",3,"d3","dbl_neg",93.1
"G1_Sample41.fcs",NA,3,"S3T21","CTRL",3,"d3","isl_pos",6.68
"G1_Sample41.fcs",NA,3,"S3T21","CTRL",3,"d3","islctnt_pos",0.16
"G1_Sample41.fcs",NA,3,"S3T21","CTRL",3,"d3","ctnt_pos",0.11
"G1_Sample41.fcs",NA,3,"S3T21","CTRL",3,"d3","tot_isl",6.84
"G1_Sample41.fcs",NA,3,"S3T21","CTRL",3,"d3","tot_ctnt",0.27
"G10_Sample22.fcs",NA,3,"S3T21","RA",6,"d6","dbl_neg",49.9
"G10_Sample22.fcs",NA,3,"S3T21","RA",6,"d6","isl_pos",36
"G10_Sample22.fcs",NA,3,"S3T21","RA",6,"d6","islctnt_pos",11.2
"G10_Sample22.fcs",NA,3,"S3T21","RA",6,"d6","ctnt_pos",2.94
"G10_Sample22.fcs",NA,3,"S3T21","RA",6,"d6","tot_isl",47.2
"G10_Sample22.fcs",NA,3,"S3T21","RA",6,"d6","tot_ctnt",14.14
"G11_Sample23.fcs",NA,3,"S3T21","RA",8,"d8","dbl_neg",40.3
"G11_Sample23.fcs",NA,3,"S3T21","RA",8,"d8","isl_pos",5.95
"G11_Sample23.fcs",NA,3,"S3T21","RA",8,"d8","islctnt_pos",22.3
"G11_Sample23.fcs",NA,3,"S3T21","RA",8,"d8","ctnt_pos",31.4
"G11_Sample23.fcs",NA,3,"S3T21","RA",8,"d8","tot_isl",28.25
"G11_Sample23.fcs",NA,3,"S3T21","RA",8,"d8","tot_ctnt",53.7
"G12_Sample24.fcs",NA,3,"S3T21","RA",10,"d10","dbl_neg",40.9
"G12_Sample24.fcs",NA,3,"S3T21","RA",10,"d10","isl_pos",0.44
"G12_Sample24.fcs",NA,3,"S3T21","RA",10,"d10","islctnt_pos",0.42
"G12_Sample24.fcs",NA,3,"S3T21","RA",10,"d10","ctnt_pos",58.2
"G12_Sample24.fcs",NA,3,"S3T21","RA",10,"d10","tot_isl",0.86
"G12_Sample24.fcs",NA,3,"S3T21","RA",10,"d10","tot_ctnt",58.62
"G2_Sample42.fcs",NA,3,"S3T21","CTRL",4,"d4","dbl_neg",46.4
"G2_Sample42.fcs",NA,3,"S3T21","CTRL",4,"d4","isl_pos",53.4
"G2_Sample42.fcs",NA,3,"S3T21","CTRL",4,"d4","islctnt_pos",0.14
"G2_Sample42.fcs",NA,3,"S3T21","CTRL",4,"d4","ctnt_pos",0.056
"G2_Sample42.fcs",NA,3,"S3T21","CTRL",4,"d4","tot_isl",53.54
"G2_Sample42.fcs",NA,3,"S3T21","CTRL",4,"d4","tot_ctnt",0.196
"G3_Sample43.fcs",NA,3,"S3T21","CTRL",5,"d5","dbl_neg",33.8
"G3_Sample43.fcs",NA,3,"S3T21","CTRL",5,"d5","isl_pos",65.3
"G3_Sample43.fcs",NA,3,"S3T21","CTRL",5,"d5","islctnt_pos",0.75
"G3_Sample43.fcs",NA,3,"S3T21","CTRL",5,"d5","ctnt_pos",0.11
"G3_Sample43.fcs",NA,3,"S3T21","CTRL",5,"d5","tot_isl",66.05
"G3_Sample43.fcs",NA,3,"S3T21","CTRL",5,"d5","tot_ctnt",0.86
"G4_Sample44.fcs",NA,3,"S3T21","CTRL",6,"d6","dbl_neg",51.9
"G4_Sample44.fcs",NA,3,"S3T21","CTRL",6,"d6","isl_pos",33.9
"G4_Sample44.fcs",NA,3,"S3T21","CTRL",6,"d6","islctnt_pos",11.2
"G4_Sample44.fcs",NA,3,"S3T21","CTRL",6,"d6","ctnt_pos",2.95
"G4_Sample44.fcs",NA,3,"S3T21","CTRL",6,"d6","tot_isl",45.1
"G4_Sample44.fcs",NA,3,"S3T21","CTRL",6,"d6","tot_ctnt",14.15
"G5_Sample45.fcs",NA,3,"S3T21","CTRL",7,"d7","dbl_neg",38.3
"G5_Sample45.fcs",NA,3,"S3T21","CTRL",7,"d7","isl_pos",33.5
"G5_Sample45.fcs",NA,3,"S3T21","CTRL",7,"d7","islctnt_pos",20.8
"G5_Sample45.fcs",NA,3,"S3T21","CTRL",7,"d7","ctnt_pos",7.34
"G5_Sample45.fcs",NA,3,"S3T21","CTRL",7,"d7","tot_isl",54.3
"G5_Sample45.fcs",NA,3,"S3T21","CTRL",7,"d7","tot_ctnt",28.14
"G6_Sample46.fcs",NA,3,"S3T21","CTRL",8,"d8","dbl_neg",45.1
"G6_Sample46.fcs",NA,3,"S3T21","CTRL",8,"d8","isl_pos",21.2
"G6_Sample46.fcs",NA,3,"S3T21","CTRL",8,"d8","islctnt_pos",15.7
"G6_Sample46.fcs",NA,3,"S3T21","CTRL",8,"d8","ctnt_pos",18
"G6_Sample46.fcs",NA,3,"S3T21","CTRL",8,"d8","tot_isl",36.9
"G6_Sample46.fcs",NA,3,"S3T21","CTRL",8,"d8","tot_ctnt",33.7
"G7_Sample47.fcs",NA,3,"S3T21","CTRL",9,"d9","dbl_neg",52.5
"G7_Sample47.fcs",NA,3,"S3T21","CTRL",9,"d9","isl_pos",19.9
"G7_Sample47.fcs",NA,3,"S3T21","CTRL",9,"d9","islctnt_pos",14.3
"G7_Sample47.fcs",NA,3,"S3T21","CTRL",9,"d9","ctnt_pos",13.2
"G7_Sample47.fcs",NA,3,"S3T21","CTRL",9,"d9","tot_isl",34.2
"G7_Sample47.fcs",NA,3,"S3T21","CTRL",9,"d9","tot_ctnt",27.5
"G8_Sample48.fcs",NA,3,"S3T21","CTRL",10,"d10","dbl_neg",51.6
"G8_Sample48.fcs",NA,3,"S3T21","CTRL",10,"d10","isl_pos",19
"G8_Sample48.fcs",NA,3,"S3T21","CTRL",10,"d10","islctnt_pos",16
"G8_Sample48.fcs",NA,3,"S3T21","CTRL",10,"d10","ctnt_pos",13.4
"G8_Sample48.fcs",NA,3,"S3T21","CTRL",10,"d10","tot_isl",35
"G8_Sample48.fcs",NA,3,"S3T21","CTRL",10,"d10","tot_ctnt",29.4
"G9_Sample21.fcs",NA,3,"S3T21","RA",4,"d4","dbl_neg",66.9
"G9_Sample21.fcs",NA,3,"S3T21","RA",4,"d4","isl_pos",32.9
"G9_Sample21.fcs",NA,3,"S3T21","RA",4,"d4","islctnt_pos",0.14
"G9_Sample21.fcs",NA,3,"S3T21","RA",4,"d4","ctnt_pos",0.054
"G9_Sample21.fcs",NA,3,"S3T21","RA",4,"d4","tot_isl",33.04
"G9_Sample21.fcs",NA,3,"S3T21","RA",4,"d4","tot_ctnt",0.194
